KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,20140930,14.2,17.6,68,3.7,,,
,20141001,2.0,18.8,67,2.7,,,
,20141002,0.0,20.8,54,2.6,,,
,20141003,0.0,20,57,2.4,,,
,20141004,0.0,21.7,52,3.3,,,
,20141005,0.0,25.1,50,2.4,,,
,20141006,0.0,36.2,24,1.8,,,
,20141007,1.2,18.5,75,3.5,,,
,20141008,4.0,13.6,60,5.3,,,
,20141009,0.0,17.6,48,4.4,,,
,20141010,0.0,16.9,68,1.7,,,
,20141011,12.6,21.2,61,2.2,,,
,20141012,1.8,21.5,69,2.6,,,
,20141013,0.0,21.2,62,2.6,,,
,20141014,0.8,26.5,39,2.7,,,
,20141015,13.4,19.8,65,2.3,,,
,20141016,1.6,17.4,78,4.8,,,
,20141017,0.0,17.7,50,2.9,,,
,20141018,0.0,22.5,41,2.6,,,
,20141019,0.0,21.5,66,2.4,,,
,20141020,0.0,23.2,50,3.6,,,
,20141021,0.0,23.4,52,3.1,,,
,20141022,0.0,26.8,55,2.3,,,
,20141023,0.0,21.8,61,4.2,,,
,20141024,0.2,21.8,68,1.8,,,
,20141025,0.0,19.2,57,4.1,,,
,20141026,0.0,23.1,49,3.5,,,
,20141027,0.0,23.1,59,2.7,,,
,20141028,2.0,20.1,77,1.3,,,
,20141029,2.2,19,83,2.5,,,
,20141030,5.0,16.1,82,3.3,,,
,20141031,0.0,17.9,62,1.8,,,
,20141101,0.0,16.9,77,2.9,,,
,20141102,0.0,19.5,74,2.7,,,
,20141103,24.0,22.8,65,3.3,,,
,20141104,6.6,15.3,89,3.3,,,
,20141105,0.0,20.7,65,1.6,,,
,20141106,0.0,23.7,51,1.8,,,
,20141107,0.0,24.1,52,4.2,,,
,20141108,0.0,23.3,65,3.4,,,
,20141109,5.4,23.6,64,2.3,,,
,20141110,1.0,17.4,73,3.4,,,
,20141111,2.0,25.7,53,2.8,,,
,20141112,10.2,17.6,88,1.7,,,
,20141113,0.0,21.1,57,4.7,,,
,20141114,12.4,21.5,53,2.2,,,
,20141115,6.2,11.6,80,6.9,,,
,20141116,0.0,19.2,58,4.3,,,
,20141117,0.0,20.8,55,1.8,,,
,20141118,0.0,21.1,51,1.7,,,
,20141119,1.6,21.3,52,2.3,,,
,20141120,0.2,19.1,64,3.2,,,
,20141121,0.0,22.1,61,2.4,,,
,20141122,0.2,22.7,62,2.6,,,
,20141123,27.0,19.4,87,1.7,,,
,20141124,0.0,22.5,54,2.9,,,
,20141125,0.0,22,62,4.1,,,
,20141126,0.0,26.2,57,1.4,,,
,20141127,0.0,20.6,67,6,,,
,20141128,0.0,23.4,61,2.5,,,
,20141129,0.0,23.8,52,2.9,,,
,20141130,0.0,29.6,44,1.7,,,
,20141201,0.0,24.8,61,3.1,,,
,20141202,8.6,17.6,83,2.6,,,
,20141203,15.6,16.8,90,2.5,,,
,20141204,0.2,22.1,64,1.9,,,
,20141205,0.0,21.7,56,2.9,,,
,20141206,0.0,25.3,48,2.8,,,
,20141207,0.0,28.4,50,2.1,,,
,20141208,0.0,26.9,59,2.4,,,
,20141209,1.2,25,63,4.9,,,
,20141210,0.0,22.2,67,1.5,,,
,20141211,0.0,26.5,54,2.5,,,
,20141212,0.2,19.3,68,5.2,,,
,20141213,0.0,23,42,2.3,,,
,20141214,0.0,24.7,55,2.8,,,
,20141215,0.0,21.1,63,1.4,,,
,20141216,0.0,24,59,2.2,,,
,20141217,0.0,24.5,58,2.1,,,
,20141218,1.4,25.5,53,2.7,,,
,20141219,0.8,22.9,60,2.2,,,
,20141220,0.0,24.1,46,2.9,,,
,20141221,7.0,26.1,41,4.6,,,
,20141222,0.2,24.4,58,1.6,,,
,20141223,0.0,25.8,49,2.9,,,
,20141224,0.2,26.3,54,2.1,,,
,20141225,3.2,29.3,42,3.6,,,
,20141226,2.6,19,70,1.4,,,
,20141227,15.8,21.3,75,2.2,,,
,20141228,0.0,22.7,66,1.7,,,
,20141229,1.6,22.4,70,1.7,,,
,20141230,5.8,20.4,87,2.2,,,
,20141231,0.2,22.3,72,3.5,,,
,20150101,0.0,29,47,1.9,,,
,20150102,0.0,24.5,65,2.3,,,
,20150103,0.0,25.9,56,2.1,,,
,20150104,0.0,26.7,50,2.6,,,
,20150105,0.6,29.2,49,2.5,,,
,20150106,0.0,26.4,55,2.7,,,
,20150107,0.0,29.2,49,2.3,,,
,20150108,1.4,24.3,70,3.9,,,
,20150109,0.0,25.5,51,2.4,,,
,20150110,0.0,29.2,51,1.8,,,
,20150111,0.0,25.2,62,2.6,,,
,20150112,0.0,28.9,53,2.5,,,
,20150113,4.0,28.1,47,1.8,,,
,20150114,0.2,25.5,65,3.8,,,
,20150115,1.0,31.4,49,2.5,,,
,20150116,13.6,21.2,55,7.2,,,
,20150117,0.2,23,50,1.9,,,
,20150118,0.4,26,44,2.8,,,
,20150119,0.2,21,58,1.5,,,
,20150120,0.0,23.05,59.5,2.9,,,
,20150121,0.0,25.1,61,2.7,,,
,20150122,0.0,29.5,49,2.5,,,
,20150123,0.0,26.8,63,2.1,,,
,20150124,0.0,26.9,64,2.3,,,
,20150125,0.0,28.9,53,2.2,,,
,20150126,7.2,28.7,51,2.6,,,
,20150127,0.0,22.5,75,1.2,,,
,20150128,0.2,24.3,64,3.4,,,
,20150129,0.0,31.5,40,3.6,,,
,20150130,0.2,31.3,49,4.1,,,
,20150131,0.4,20.5,76,3.3,,,
,20150201,1.6,21.8,58,1.5,,,
,20150202,0.0,23.5,45,2,,,
,20150203,0.0,26.4,60,1.6,,,
,20150204,6.6,24,74,1.7,,,
,20150205,4.0,26.8,56,2.8,,,
,20150206,0.2,24.3,59,1.9,,,
,20150207,0.0,30.6,38,2.5,,,
,20150208,0.0,29.7,56,2.2,,,
,20150209,0.0,28.2,52,2.2,,,
,20150210,0.0,26.7,58,3.6,,,
,20150211,0.0,26.6,45,1.7,,,
,20150212,1.2,27.4,51,2.7,,,
,20150213,27.8,22.7,71,5.7,,,
,20150214,0.4,22.8,63,5,,,
,20150215,1.8,20.3,75,2.3,,,
,20150216,0.0,23.7,40,2.5,,,
,20150217,0.0,28.8,37,2.6,,,
,20150218,0.0,29.3,45,5.2,,,
,20150219,0.0,19.5,79,1.4,,,
,20150220,2.0,23.5,58,1.7,,,
,20150221,13.6,16,90,2.4,,,
,20150222,0.0,23.2,47,2.7,,,
,20150223,0.0,24.8,54,1.9,,,
,20150224,6.2,23.7,75,1.5,,,
,20150225,0.8,26.9,77,0,,,
,20150226,3.2,23.7,79,1.8,,,
,20150227,1.8,24.3,62,1.2,,,
,20150228,0.0,26.4,58,2.2,,,
,20150301,1.4,25.3,62,1.9,,,
,20150302,0.0,25.9,50,3.1,,,
,20150303,0.0,35.3,27,1.6,,,
,20150304,3.0,27.5,60,3,,,
,20150305,1.4,21.3,72,1.6,,,
,20150306,0.0,25.4,58,2.2,,,
,20150307,0.0,25.8,64,3.4,,,
,20150308,0.0,24.1,56,1.6,,,
,20150309,0.0,29.1,50,1.8,,,
,20150310,0.0,25.3,61,5.2,,,
,20150311,0.0,22.7,73,3.2,,,
,20150312,0.8,22.9,74,3.2,,,
,20150313,1.4,24.5,64,1.6,,,
,20150314,0.0,26.7,58,3.8,,,
,20150315,0.0,26.9,61,5,,,
,20150316,13.6,27.2,40,2.9,,,
,20150317,0.0,20.9,60,3.4,,,
,20150318,0.0,27.4,42,2.4,,,
,20150319,1.0,26.2,62,1.4,,,
,20150320,0.0,33.1,37,2,,,
,20150321,0.8,28.4,51,1.8,,,
,20150322,0.6,24.1,62,2,,,
,20150323,7.4,24.4,67,2.2,,,
,20150324,0.0,28,59,4,,,
,20150325,3.6,25.8,62,1.9,,,
,20150326,48.4,21.1,90,2,,,
,20150327,3.2,20.2,70,2.1,,,
,20150328,0.0,24.7,55,3,,,
,20150329,0.0,25,64,2.1,,,
,20150330,0.0,26.3,54,2.2,,,
,20150331,0.0,35.3,42,1.3,,,
,20150401,0.0,24.5,60,2.9,,,
,20150402,0.8,23,70,1.6,,,
,20150403,0.0,19.3,77,1.8,,,
,20150404,60.2,18.6,81,5,,,
,20150405,1.0,21.5,65,1.5,,,
,20150406,0.0,23.8,51,2.4,,,
,20150407,0.0,24.3,54,2.7,,,
,20150408,0.0,27.2,47,1.3,,,
,20150409,0.0,29,39,2,,,
,20150410,0.0,34.9,34,1.4,,,
,20150411,0.0,24.6,69,1.8,,,
,20150412,0.0,25.6,61,1.5,,,
,20150413,2.8,19.1,70,2.1,,,
,20150414,0.4,18.1,77,3,,,
,20150415,10.2,19,60,5.6,,,
,20150416,18.6,15.9,70,5.9,,,
,20150417,0.2,18.8,74,1.5,,,
,20150418,0.0,21.3,45,2.5,,,
,20150419,0.0,23.7,47,1.3,,,
,20150420,0.0,22.5,64,4.3,,,
,20150421,0.0,20.7,57,2,,,
,20150422,0.0,17.3,79,4.4,,,
,20150423,0.0,22.9,60,2,,,
,20150424,0.0,24,59,1.3,,,
,20150425,0.0,25.7,62,0,,,
,20150426,0.0,21.2,74,3.2,,,
,20150427,0.0,23.1,57,1.4,,,
,20150428,0.0,22.4,59,1.7,,,
,20150429,0.0,21,66,3.8,,,
,20150430,0.0,19.6,73,5.9,,,
,20150501,0.0,19.3,59,2.9,,,
,20150502,0.8,19.3,85,1.6,,,
,20150503,1.2,22,67,2.8,,,
,20150504,1.0,24.6,65,1.6,,,
,20150505,1.4,16.8,86,4,,,
,20150506,0.0,20.5,59,4.9,,,
,20150507,0.0,22,50,2.6,,,
,20150508,0.0,27.6,48,0,,,
,20150509,15.6,22,72,3.4,,,
,20150510,0.0,20.5,79,0,,,
,20150511,0.0,23.5,65,1.3,,,
,20150512,0.0,24.4,57,1.3,,,
,20150513,0.2,22,68,1.9,,,
,20150514,0.6,18,75,2.8,,,
,20150515,0.0,21.1,61,4.6,,,
,20150516,0.0,19.1,65,3.5,,,
,20150517,0.0,23.3,49,1.1,,,
,20150518,0.0,28.1,31,1.1,,,
,20150519,0.0,23.2,54,3.5,,,
,20150520,0.0,24.7,57,0,,,
,20150521,0.0,22.2,42,3.3,,,
,20150522,0.0,26.5,46,2.9,,,
,20150523,0.0,21.3,55,2.8,,,
,20150524,0.0,23.2,62,1.4,,,
,20150525,0.0,22.3,49,2.5,,,
,20150526,0.0,23.2,49,1.6,,,
,20150527,0.0,22.7,48,1.5,,,
,20150528,0.0,25.3,39,4,,,
,20150529,0.0,25,38,2,,,
,20150530,2.6,17.6,74,2.7,,,
,20150531,44.6,16.3,72,3,,,
,20150601,33.0,13.8,91,1.6,,,
,20150602,10.4,19.4,84,1.5,,,
,20150603,9.4,21.2,44,2.7,,,
,20150604,2.2,16.3,61,2.4,,,
,20150605,0.0,18.5,48,1.7,,,
,20150606,0.0,20.3,40,0,,,
,20150607,0.0,19.4,44,1.1,,,
,20150608,0.0,20.3,42,0,,,
,20150609,0.0,21.7,36,2.8,,,
,20150610,0.0,22.2,53,0,,,
,20150611,0.0,21.1,68,1.9,,,
,20150612,0.0,20.7,62,1.8,,,
,20150613,0.0,24.2,57,0,,,
,20150614,0.2,21,59,1.2,,,
,20150615,0.4,19.5,76,2.6,,,
,20150616,13.6,16.6,77,3.5,,,
,20150617,3.6,14.1,84,4.4,,,
,20150618,0.0,18.1,60,2.9,,,
,20150619,0.0,18.9,68,1.3,,,
,20150620,0.0,27,43,0,,,
,20150621,0.0,20.1,65,1.3,,,
,20150622,0.0,26.4,55,1.1,,,
,20150623,0.0,19.6,63,1.3,,,
,20150624,0.0,18.6,63,2,,,
,20150625,0.2,13.4,75,3.5,,,
,20150626,0.0,18.5,59,1.7,,,
,20150627,0.0,19.8,68,1.8,,,
,20150628,0.0,17.9,57,2.6,,,
,20150629,0.6,20,74,1.8,,,
,20150630,0.0,23.2,47,1.5,,,
,20150701,0.0,19.8,62,1.9,,,
,20150702,0.0,19,58,1.6,,,
,20150703,0.0,17.2,79,3.7,,,
,20150704,0.0,20.3,68,0,,,
,20150705,0.0,18,77,2.7,,,
,20150706,0.0,21.2,58,2.4,,,
,20150707,0.0,27.6,30,3,,,
,20150708,11.8,17.1,68,4.7,,,
,20150709,0.0,18.1,70,1.9,,,
,20150710,0.0,20.9,59,2.9,,,
,20150711,1.4,18.2,73,4.8,,,
,20150712,0.2,14.4,59,8.2,,,
,20150713,0.0,13.1,58,5.2,,,
,20150714,0.0,14.4,63,2.1,,,
,20150715,0.0,19.8,43,2.1,,,
,20150716,0.0,17.8,53,3.5,,,
,20150717,12.4,17.4,50,2.4,,,
,20150718,10.2,14.5,71,1.2,,,
,20150719,0.0,16.1,72,3.5,,,
,20150720,13.4,14.4,75,1.9,,,
,20150721,2.4,12.3,89,0,,,
,20150722,0.0,17.3,68,2.5,,,
,20150723,5.0,11.5,89,7.3,,,
,20150724,8.6,17.1,60,2.9,,,
,20150725,2.8,15.9,73,1.9,,,
,20150726,0.2,16.3,54,1.6,,,
,20150727,0.0,17.2,65,3,,,
,20150728,0.2,15.2,73,1.3,,,
,20150729,0.0,14.1,69,3.1,,,
,20150730,9.8,11.5,89,5.4,,,
,20150731,0.0,14.1,55,5.2,,,
,20150801,0.0,17.3,55,2.3,,,
,20150802,0.0,22.5,45,0,,,
,20150803,0.0,29.7,26,0,,,
,20150804,0.0,24.1,31,5.3,,,
,20150805,0.0,18.7,60,3,,,
,20150806,0.0,24.2,45,1.2,,,
,20150807,0.0,28.5,16,1.3,,,
,20150808,2.6,16.3,69,2.3,,,
,20150809,0.2,15.1,66,6.1,,,
,20150810,0.0,16.1,54,2.7,,,
,20150811,0.0,17.6,55,1.5,,,
,20150812,0.0,22.3,18,5.2,,,
,20150813,0.2,20.8,37,6.5,,,
,20150814,0.0,17.1,57,3.6,,,
,20150815,0.0,19.9,57,2.6,,,
,20150816,10.0,15.9,76,2.9,,,
,20150817,0.0,18.3,75,3.1,,,
,20150818,0.8,16.6,81,5.2,,,
,20150819,0.8,15.5,87,4.3,,,
,20150820,0.6,19.1,68,4.7,,,
,20150821,0.0,18.6,73,4.4,,,
,20150822,0.0,21.8,56,5.1,,,
,20150823,0.0,22.6,64,1.6,,,
,20150824,0.4,22.4,63,1.3,,,
,20150825,0.0,19.5,65,2,,,
,20150826,0.2,19.2,70,1.8,,,
,20150827,7.4,18.4,75,1.3,,,
,20150828,0.0,16.5,82,2.5,,,
,20150829,0.0,16.4,74,0,,,
,20150830,10.6,14,91,0,,,
,20150831,51.8,20.4,66,1.8,,,
,20150901,24.4,14.2,90,2.9,,,
,20150902,1.6,16,77,3.3,,,
,20150903,0.0,18.6,61,2.3,,,
,20150904,0.0,21.1,48,2.1,,,
,20150905,0.0,27.6,36,1.7,,,
,20150906,0.0,31.7,26,2.2,,,
,20150907,1.2,18.6,54,3.9,,,
,20150908,0.0,19.3,45,2.2,,,
,20150909,0.0,19.4,63,1.8,,,
,20150910,19.6,16.5,69,4.9,,,
,20150911,0.2,17.9,54,2.9,,,
,20150912,0.0,19.2,54,1.9,,,
,20150913,0.0,22.2,45,3.2,,,
,20150914,0.0,26.4,49,1.3,,,
,20150915,7.2,18.3,70,5.6,,,
,20150916,13.8,15.9,83,3.5,,,
,20150917,2.4,17.5,51,1.3,,,
,20150918,0.2,16.3,68,1.8,,,
,20150919,0.0,19.8,55,3.2,,,
,20150920,0.4,26.7,43,0,,,
,20150921,0.2,19.8,59,3,,,
,20150922,0.2,20.6,49,1.8,,,
,20150923,0.0,24.8,40,2.1,,,
,20150924,0.0,25.6,39,3.1,,,
,20150925,0.0,21.7,65,1.6,,,
,20150926,0.4,20.8,70,1.5,,,
,20150927,1.2,14.3,90,4,,,
,20150928,0.0,21.3,54,5.1,,,
,20150929,2.4,21.6,63,2.1,,,
,20150930,44.2,13.6,88,3.3,,,
,20151001,0.2,19.1,54,2.5,,,
,20151002,0.0,21.9,61,2.4,,,
,20151003,0.0,23.7,51,1.5,,,
,20151004,0.0,26.7,47,1.2,,,
,20151005,0.0,20.4,58,2.4,,,
,20151006,0.0,20.5,64,2,,,
,20151007,0.0,23.2,55,2,,,
,20151008,0.0,18.8,75,3.2,,,
,20151009,0.0,21,62,2.4,,,
,20151010,0.8,20,60,9,,,
,20151011,0.0,20.1,54,1.6,,,
,20151012,0.0,19.2,74,3.5,,,
,20151013,0.2,19.7,58,3.6,,,
,20151014,13.6,17,77,1.2,,,
,20151015,4.4,15.9,80,4.5,,,
,20151016,0.0,20.3,56,2.4,,,
,20151017,0.0,31.3,26,1.5,,,
,20151018,0.0,23.9,66,1.4,,,
,20151019,0.0,23.4,70,1.7,,,
,20151020,1.0,27.5,67,2.5,,,
,20151021,9.0,18.8,84,5.1,,,
,20151022,0.0,21.6,55,2.6,,,
,20151023,0.0,23.3,49,2.6,,,
,20151024,0.0,30.1,45,2,,,
,20151025,0.6,23.7,65,4.8,,,
,20151026,0.0,22.6,61,2.8,,,
,20151027,0.0,29.1,40,3.3,,,
,20151028,0.0,36.5,41,1.5,,,
,20151029,0.2,24.7,62,2.8,,,
,20151030,0.0,19,77,1.6,,,
,20151031,0.6,22.5,56,1.6,,,
,20151101,47.6,14.4,90,1.7,,,
,20151102,8.6,18.6,65,1.7,,,
,20151103,0.0,19.5,55,1.8,,,
,20151104,0.0,26,40,2.8,,,
,20151105,0.0,35.7,29,1.2,,,
,20151106,2.8,18.3,89,2.8,,,
,20151107,0.0,24.2,60,2.5,,,
,20151108,0.0,25.2,59,2.3,,,
,20151109,0.8,25,62,1.5,,,
,20151110,0.0,19,65,1.2,,,
,20151111,0.0,22,64,2.2,,,
,20151112,0.0,22.3,52,1.5,,,
,20151113,5.6,24.7,53,3.3,,,
,20151114,0.0,20.4,60,3.1,,,
,20151115,1.4,20,63,4,,,
,20151116,0.0,23.1,50,2.4,,,
,20151117,2.6,23.5,64,4.1,,,
,20151118,0.2,21.4,47,1.9,,,
,20151119,0.0,30,28,2.2,,,
,20151120,9.4,17.8,67,3.9,,,
,20151121,4.8,18.3,84,4.2,,,
,20151122,0.0,23.7,51,3.9,,,
,20151123,0.0,25.9,59,2.5,,,
,20151124,0.8,24.1,60,2.9,,,
,20151125,1.4,23.5,60,2.2,,,
,20151126,20.4,16.7,82,2.1,,,
,20151127,0.2,19.7,49,2.6,,,
,20151128,0.0,25.9,39,2.1,,,
,20151129,0.0,25.3,53,1.3,,,
,20151130,0.0,29.4,54,2.3,,,
,20151201,0.4,25.8,66,2.2,,,
,20151202,0.0,25.7,61,2,,,
,20151203,0.0,27.4,55,3,,,
,20151204,0.0,25.5,66,1.7,,,
,20151205,0.0,24,67,3.3,,,
,20151206,0.0,27.8,58,2.2,,,
,20151207,0.0,26.8,62,1.8,,,
,20151208,0.0,26.5,64,2,,,
,20151209,0.0,25.1,54,2.1,,,
,20151210,0.0,26.7,50,1.7,,,
,20151211,1.8,23.9,63,2.1,,,
,20151212,9.8,22.2,64,4.7,,,
,20151213,1.8,19.6,72,0,,,
,20151214,0.0,22.5,45,2.1,,,
,20151215,0.0,24.4,63,3.4,,,
,20151216,0.0,22.8,61,2.3,,,
,20151217,0.0,26.1,51,2.2,,,
,20151218,0.0,26.8,61,1.8,,,
,20151219,6.8,27.2,54,3.3,,,
,20151220,0.2,24.9,60,2.5,,,
,20151221,0.4,24.4,61,5.9,,,
,20151222,0.0,23.1,49,1.5,,,
,20151223,0.0,29.6,47,2.1,,,
,20151224,0.0,22.1,62,4.7,,,
,20151225,0.0,24.6,44,2.4,,,
,20151226,0.0,24.3,54,2.4,,,
,20151227,0.0,26.9,54,1.8,,,
,20151228,0.4,29.4,51,2.9,,,
,20151229,0.0,25.8,74,1.9,,,
,20151230,0.0,34.9,46,2.1,,,
,20151231,0.0,30.4,52,1.9,,,
,20160101,0.0,29.6,53,1.9,,,
,20160102,0.0,28.5,44,2.5,,,
,20160103,0.0,28.4,56,1.9,,,
,20160104,0.0,30,63,2.6,,,
,20160105,0.0,30.8,57,2.4,,,
,20160106,33.0,30.8,51,2.5,,,
,20160107,6.2,17.3,84,2.2,,,
,20160108,0.0,26.3,39,2.1,,,
,20160109,0.0,24.8,54,2.2,,,
,20160110,0.0,24.4,63,3,,,
,20160111,0.0,26.6,61,2.7,,,
,20160112,0.0,25.3,70,1.8,,,
,20160113,0.0,27.4,63,2.1,,,
,20160114,1.2,21.2,84,1.7,,,
,20160115,0.2,24.4,50,3.8,,,
,20160116,0.0,26.5,51,3.7,,,
,20160117,0.0,26.3,50,3.1,,,
,20160118,0.0,29.2,47,2,,,
,20160119,0.0,26.2,64,3,,,
,20160120,0.0,27.9,59,2.4,,,
,20160121,0.0,26.3,68,2.1,,,
,20160122,0.0,27.2,67,2,,,
,20160123,1.8,31.8,49,2.3,,,
,20160124,0.0,23.1,80,2.8,,,
,20160125,2.8,21.5,84,0,,,
,20160126,0.0,29.5,44,1.9,,,
,20160127,0.0,28.4,37,2.8,,,
,20160128,0.0,28.2,44,2.6,,,
,20160129,0.0,25.4,62,2.8,,,
,20160130,0.0,28.1,59,1.8,,,
,20160131,0.0,31.9,50,3.1,,,
,20160201,0.0,37.7,30,1.4,,,
,20160202,4.8,28.3,59,2.4,,,
,20160203,8.8,19.2,88,1.5,,,
,20160204,0.0,25.9,46,3,,,
,20160205,0.0,26.7,45,4.2,,,
,20160206,0.0,37.4,17,1.7,,,
,20160207,0.0,24.7,67,3.2,,,
,20160208,0.0,27.1,53,2.5,,,
,20160209,0.0,27.4,46,3.5,,,
,20160210,0.0,32.6,34,3.2,,,
,20160211,0.0,28,54,4.1,,,
,20160212,0.0,23,70,1.5,,,
,20160213,0.0,28.3,56,2.2,,,
,20160214,0.0,26.8,44,4.1,,,
,20160215,0.0,26.1,43,3.1,,,
,20160216,0.0,23.8,60,2.3,,,
,20160217,0.6,25.6,54,5.4,,,
,20160218,0.0,23.1,72,2.8,,,
,20160219,12.8,28,49,1.7,,,
,20160220,1.4,22.6,59,5.3,,,
,20160221,0.2,25,58,1.9,,,
,20160222,0.0,24.1,53,1.9,,,
,20160223,0.0,23.4,69,1.5,,,
,20160224,0.2,26.3,65,2.2,,,
,20160225,0.6,23.7,68,0,,,
,20160226,1.6,23.2,64,5.4,,,
,20160227,0.2,23.6,44,1.9,,,
,20160228,0.0,25,52,2.1,,,
,20160229,0.0,30.6,48,1.6,,,
,20160301,0.0,25.7,58,3,,,
,20160302,0.0,26.7,52,2.6,,,
,20160303,0.0,26.6,57,2.2,,,
,20160304,0.0,31.7,43,2.8,,,
,20160305,2.6,25.9,69,4.4,,,
,20160306,5.4,23.1,80,0,,,
,20160307,12.0,19.3,86,2.6,,,
,20160308,0.2,22.3,58,1.8,,,
,20160309,0.0,26.5,46,2.1,,,
,20160310,1.8,24.3,64,3.1,,,
,20160311,2.6,19.1,88,2.6,,,
,20160312,0.0,31.2,37,1.2,,,
,20160313,0.8,19.4,84,1.4,,,
,20160314,0.2,25.2,51,2.4,,,
,20160315,2.6,24.6,60,3.1,,,
,20160316,0.2,25.4,65,2,,,
,20160317,0.0,26.5,61,3.2,,,
,20160318,1.2,23.5,59,2.6,,,
,20160319,0.4,20.6,65,3,,,
,20160320,11.6,24.2,44,6.7,,,
,20160321,0.2,20.8,57,2,,,
,20160322,0.0,21.9,55,2.2,,,
,20160323,0.0,22.7,65,3.4,,,
,20160324,7.4,20.7,85,0,,,
,20160325,14.6,22,80,0,,,
,20160326,4.8,26.7,43,1.3,,,
,20160327,0.0,23.9,32,6.1,,,
,20160328,0.0,21.7,56,2.8,,,
,20160329,0.0,29.5,25,1.6,,,
,20160330,0.0,25.1,48,1.6,,,
,20160331,0.0,20.2,69,0,,,
,20160401,0.0,23.1,46,3.9,,,
,20160402,0.0,21.1,59,4.7,,,
,20160403,0.0,23,55,2,,,
,20160404,0.8,24.1,65,1.5,,,
,20160405,16.6,18.7,71,4.6,,,
,20160406,0.0,19.8,58,3.2,,,
,20160407,0.0,23.4,49,2.6,,,
,20160408,0.0,27.7,36,1.6,,,
,20160409,0.0,29,51,1.2,,,
,20160410,0.0,31.9,36,1.3,,,
,20160411,0.0,38.2,20,3.1,,,
,20160412,0.0,23.6,62,1.8,,,
,20160413,0.0,21.3,69,1.2,,,
,20160414,0.0,24.8,60,1.5,,,
,20160415,0.0,22.4,75,3.2,,,
,20160416,0.0,23.5,52,1.8,,,
,20160417,1.8,19.9,78,1.8,,,
,20160418,0.0,25,65,1.7,,,
,20160419,1.0,20.5,83,1.5,,,
,20160420,0.2,21.8,79,0,,,
,20160421,0.0,21.2,58,2.5,,,
,20160422,2.8,26.2,36,1.3,,,
,20160423,0.0,21.2,50,2.1,,,
,20160424,0.0,29.8,22,1.7,,,
,20160425,1.0,20.9,64,3.4,,,
,20160426,0.0,18.8,58,1.8,,,
,20160427,0.0,21.1,52,4.8,,,
,20160428,0.0,28.9,30,3.5,,,
,20160429,31.6,12.2,93,5.4,,,
,20160430,1.8,15.8,60,0,,,
,20160501,1.4,18.8,60,2.4,,,
,20160502,0.2,19.8,63,2.1,,,
,20160503,0.0,20.9,59,2.8,,,
,20160504,0.0,22.8,51,2.4,,,
,20160505,0.0,23.7,57,1.7,,,
,20160506,3.0,20.9,60,2.6,,,
,20160507,0.2,17.7,74,3.1,,,
,20160508,0.0,23,58,3.4,,,
,20160509,0.6,27.3,42,1.5,,,
,20160510,0.0,18.8,69,2.1,,,
,20160511,0.0,22.5,65,1.4,,,
,20160512,0.2,26.9,57,0,,,
,20160513,0.0,19,69,3.3,,,
,20160514,0.0,22.1,57,1.7,,,
,20160515,0.0,20.2,70,1.3,,,
,20160516,0.0,19.9,70,1.2,,,
,20160517,0.0,28.4,50,0,,,
,20160518,0.0,20,70,2.2,,,
,20160519,0.0,19.6,59,4,,,
,20160520,0.0,19.7,49,3.3,,,
,20160521,0.0,22.7,41,2.4,,,
,20160522,0.0,21.3,56,0,,,
,20160523,0.4,21.1,52,0,,,
,20160524,8.0,15.8,74,5.8,,,
,20160525,0.0,18.9,68,1.4,,,
,20160526,0.0,21.8,53,0,,,
,20160527,0.0,23.8,51,0,,,
,20160528,0.0,21.4,66,1.5,,,
,20160529,0.0,26.1,55,0,,,
,20160530,0.0,29.2,36,0,,,
,20160531,0.0,31.1,17,3.3,,,
,20160601,0.0,22.4,53,2,,,
,20160602,0.0,19.5,65,1.3,,,
,20160603,0.2,15.8,83,4.2,,,
,20160604,0.0,19.3,60,2.4,,,
,20160605,0.0,18.5,64,1.6,,,
,20160606,0.0,22.3,37,1.4,,,
,20160607,0.0,26.4,44,0,,,
,20160608,0.0,32.4,24,2.2,,,
,20160609,2.6,29,32,0,,,
,20160610,12.8,13,94,3.8,,,
,20160611,0.4,14,69,3.9,,,
,20160612,0.0,17.8,53,1.9,,,
,20160613,1.4,18.4,56,0,,,
,20160614,1.8,19.1,60,0,,,
,20160615,5.2,21.6,57,2.7,,,
,20160616,0.0,17,57,4.7,,,
,20160617,0.0,19.9,54,1.1,,,
,20160618,0.0,18.9,67,2.2,,,
,20160619,0.6,22,41,1.5,,,
,20160620,0.0,16.4,60,3.9,,,
,20160621,0.0,18.3,50,2.3,,,
,20160622,0.0,20.6,40,1.3,,,
,20160623,0.0,26.5,32,0,,,
,20160624,0.0,19.5,63,1.3,,,
,20160625,0.0,20,63,1.5,,,
,20160626,0.0,22.4,59,0,,,
,20160627,8.4,12.4,93,3.2,,,
,20160628,0.0,17.1,44,2.3,,,
,20160629,0.0,17.7,42,3.5,,,
,20160630,0.0,22.6,36,0,,,
,20160701,12.6,11.8,73,9.9,,,
,20160702,0.0,16.2,50,1.2,,,
,20160703,0.0,19.3,42,1.6,,,
,20160704,0.0,25,39,0,,,
,20160705,2.2,19.5,54,1.6,,,
,20160706,0.2,13.6,61,5.1,,,
