KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,20121224,0.6,27.6,64,2.9,,,
,20121225,1.8,25.9,60,3.5,,,
,20121226,0.0,27.3,58,3.8,,,
,20121227,0.4,23.9,66,4.7,,,
,20121228,0.0,25.6,42,1.8,,,
,20121229,0.4,30.7,30,1.8,,,
,20121230,0.0,23.3,67,2.2,,,
,20121231,1.6,18.3,83,1.4,,,
,20130101,0.2,19.2,72,2.3,,,
,20130102,0.0,28.1,33,1.9,,,
,20130103,1.2,19.7,64,7.7,,,
,20130104,0.2,21.1,51,3.4,,,
,20130105,0.0,24.2,50,2.8,,,
,20130106,0.0,23.8,59,3.3,,,
,20130107,0.0,26.4,57,2.4,,,
,20130108,0.0,20.5,70,3.9,,,
,20130109,10.8,23.9,51,3.3,,,
,20130110,2.2,18.7,60,4.6,,,
,20130111,0.0,21.9,50,2.3,,,
,20130112,0.0,24.7,56,2.8,,,
,20130113,0.2,31.6,22,1.9,,,
,20130114,8.2,23.9,58,3.5,,,
,20130115,0.0,24,56,4,,,
,20130116,0.0,28.6,48,2.6,,,
,20130117,7.4,23.4,80,2.7,,,
,20130118,0.0,23.8,70,1.4,,,
,20130119,0.0,25,60,2.7,,,
,20130120,0.0,25.7,62,3.7,,,
,20130121,0.2,25.4,63,2.4,,,
,20130122,0.0,26.3,57,2.8,,,
,20130123,0.0,24.2,60,1.7,,,
,20130124,2.4,24.1,59,3.3,,,
,20130125,1.2,22.3,62,2.4,,,
,20130126,0.0,23.9,46,1.9,,,
,20130127,1.2,24.9,49,3,,,
,20130128,0.0,24.1,61,3.8,,,
,20130129,0.6,27.3,53,3.7,,,
,20130130,12.0,24.3,74,3.4,,,
,20130131,0.0,24,60,2,,,
,20130201,0.0,30.5,43,2.7,,,
,20130202,1.6,26.2,63,4,,,
,20130203,11.0,17.2,89,1.3,,,
,20130204,0.0,23.2,54,3.3,,,
,20130205,0.0,25.1,50,2.5,,,
,20130206,0.0,24.9,53,1.7,,,
,20130207,0.0,24.5,56,2,,,
,20130208,0.0,25.4,59,2.4,,,
,20130209,9.8,25,67,2.2,,,
,20130210,5.0,25,63,2.4,,,
,20130211,0.0,25.8,61,2.5,,,
,20130212,0.0,27.5,59,2.3,,,
,20130213,0.0,34.1,32,2,,,
,20130214,1.0,20.4,69,4.2,,,
,20130215,0.2,22.7,51,1.6,,,
,20130216,0.0,25.9,56,3,,,
,20130217,0.0,27.1,54,2.1,,,
,20130218,0.0,27.2,60,2.6,,,
,20130219,8.2,24.7,61,2,,,
,20130220,1.6,21.5,46,3.1,,,
,20130221,0.0,23.3,47,2.1,,,
,20130222,0.0,24.9,52,2.7,,,
,20130223,0.0,24.4,54,2.5,,,
,20130224,0.0,25.2,47,2,,,
,20130225,0.0,30.2,46,2.7,,,
,20130226,0.0,26.4,58,2.2,,,
,20130227,4.4,24,64,1.8,,,
,20130228,7.0,18.2,78,1.7,,,
,20130301,0.0,23.2,46,2.1,,,
,20130302,0.0,23.9,56,2.1,,,
,20130303,0.0,25.6,43,2,,,
,20130304,0.0,32.5,28,3.3,,,
,20130305,0.0,27.3,55,4.1,,,
,20130306,0.0,24.2,65,3.1,,,
,20130307,0.0,24.9,50,3.2,,,
,20130308,17.4,28.6,32,2.4,,,
,20130309,0.2,21,50,1.9,,,
,20130310,0.0,23.7,48,3.3,,,
,20130311,0.0,26.5,50,3,,,
,20130312,0.0,25.6,66,2.4,,,
,20130313,0.0,25.9,64,2.3,,,
,20130314,0.0,27.9,46,4.5,,,
,20130315,0.0,23.6,65,5.8,,,
,20130316,0.0,23.5,67,4,,,
,20130317,0.0,25,48,2.1,,,
,20130318,1.0,23.4,64,2.5,,,
,20130319,0.0,23.3,56,3.1,,,
,20130320,0.0,26,37,2.1,,,
,20130321,0.0,26.5,32,3.6,,,
,20130322,0.0,27.6,48,2.5,,,
,20130323,6.0,18.4,72,2.1,,,
,20130324,0.0,20.5,62,2,,,
,20130325,0.0,21.9,64,2.4,,,
,20130326,4.0,29.2,42,3.6,,,
,20130327,0.0,29.3,41,2.3,,,
,20130328,1.8,22.2,65,1.6,,,
,20130329,10.0,18.4,70,1.4,,,
,20130330,3.2,18.6,73,3.5,,,
,20130331,4.2,17.7,87,2.7,,,
,20130401,3.2,21,78,2,,,
,20130402,3.8,18.4,84,4.3,,,
,20130403,0.0,19.4,50,2.2,,,
,20130404,0.0,23.1,40,2,,,
,20130405,0.0,27,32,1.9,,,
,20130406,0.0,21.7,58,3.8,,,
,20130407,0.0,18.9,61,2.5,,,
,20130408,0.0,16.2,71,5.4,,,
,20130409,2.6,15.8,51,5.1,,,
,20130410,1.2,15.3,69,2.5,,,
,20130411,0.0,17.9,55,2.2,,,
,20130412,0.0,21.8,46,2.2,,,
,20130413,0.0,23.1,49,1.7,,,
,20130414,0.0,24.2,54,1.6,,,
,20130415,0.0,21.4,55,1.9,,,
,20130416,0.0,23.8,35,1.5,,,
,20130417,12.0,22.2,58,1.6,,,
,20130418,0.2,17.6,57,5.1,,,
,20130419,0.0,18,63,1.8,,,
,20130420,0.0,18.1,69,2.7,,,
,20130421,0.0,21.9,49,2.1,,,
,20130422,0.0,20.4,63,2.6,,,
,20130423,0.0,23.7,51,2,,,
,20130424,0.0,27.5,43,1.4,,,
,20130425,0.0,29.6,39,1.5,,,
,20130426,0.0,28.3,23,2,,,
,20130427,0.0,22.1,63,1.5,,,
,20130428,0.0,22.9,52,4,,,
,20130429,0.0,21.7,59,1.7,,,
,20130430,0.0,30.1,28,1.4,,,
,20130501,0.0,36.1,11,4.7,,,
,20130502,0.0,23.4,48,3.2,,,
,20130503,19.6,13.8,85,5,,,
,20130504,0.0,16.2,66,2.5,,,
,20130505,0.0,22,35,1.6,,,
,20130506,0.0,25,26,1.3,,,
,20130507,0.0,26.7,22,3.1,,,
,20130508,18.0,18.7,55,3.5,,,
,20130509,0.0,18.2,51,2.8,,,
,20130510,0.0,17.7,49,1.5,,,
,20130511,0.0,18.9,51,1.7,,,
,20130512,0.0,24.3,22,1.4,,,
,20130513,0.0,22.2,43,1.4,,,
,20130514,0.0,20.3,64,2,,,
,20130515,0.0,19.9,62,3.7,,,
,20130516,0.4,19.4,62,2.9,,,
,20130517,0.2,19.2,46,2.3,,,
,20130518,0.0,20.8,50,1.9,,,
,20130519,0.0,26.2,46,0,,,
,20130520,0.0,20.8,65,2.3,,,
,20130521,0.0,21.8,68,1.6,,,
,20130522,0.8,22.3,66,0,,,
,20130523,0.0,20.5,58,3.3,,,
,20130524,0.0,21.1,52,2.4,,,
,20130525,0.0,20.3,67,2.4,,,
,20130526,5.8,16.2,80,1.1,,,
,20130527,0.2,20,52,4.5,,,
,20130528,0.0,19.5,50,4.2,,,
,20130529,0.0,22.9,38,1.3,,,
,20130530,0.0,21,45,3.4,,,
,20130531,0.0,21.2,48,1.3,,,
,20130601,0.0,15.2,67,4.8,,,
,20130602,0.2,14.9,40,4.8,,,
,20130603,0.0,16,38,7.1,,,
,20130604,0.2,17,46,7.3,,,
,20130605,0.0,17.2,57,5.2,,,
,20130606,0.0,17.9,58,1.8,,,
,20130607,0.0,15.4,68,2.9,,,
,20130608,13.6,14.4,75,5.4,,,
,20130609,1.6,14.2,60,2.4,,,
,20130610,0.0,19.6,44,1.8,,,
,20130611,0.0,25.2,36,1.2,,,
,20130612,0.0,26.3,36,1.1,,,
,20130613,0.0,15.7,72,3.8,,,
,20130614,2.2,14.7,68,5.4,,,
,20130615,0.2,15,59,5.3,,,
,20130616,0.0,17.2,62,2.1,,,
,20130617,0.0,19.8,51,2.3,,,
,20130618,0.0,28.4,19,4.5,,,
,20130619,0.0,16.1,73,3.9,,,
,20130620,0.0,18.4,62,1.8,,,
,20130621,0.0,24.8,39,1.8,,,
,20130622,0.0,16.2,59,2.8,,,
,20130623,0.0,21.2,39,1.8,,,
,20130624,0.0,25,23,1.4,,,
,20130625,0.0,17.1,66,0,,,
,20130626,0.0,17.6,42,6.1,,,
,20130627,0.2,15.8,58,1.3,,,
,20130628,0.0,16,53,1.1,,,
,20130629,0.0,17,65,2,,,
,20130630,0.0,16.5,57,3,,,
,20130701,18.2,13.7,86,1.3,,,
,20130702,13.2,14.6,82,4.2,,,
,20130703,4.8,14.7,79,2.5,,,
,20130704,0.2,14.6,67,3.2,,,
,20130705,0.0,19.8,58,0,,,
,20130706,0.0,19.6,62,1.1,,,
,20130707,0.0,20.3,42,1.3,,,
,20130708,0.0,18.8,63,2.3,,,
,20130709,0.0,17.1,75,1.4,,,
,20130710,0.0,22.2,50,1.1,,,
,20130711,0.0,29.8,28,1.9,,,
,20130712,0.0,28.3,28,1.5,,,
,20130713,9.0,19.3,49,4.3,,,
,20130714,0.6,13.7,81,1.8,,,
,20130715,0.4,18.2,68,1.5,,,
,20130716,0.0,18.4,59,1.8,,,
,20130717,0.0,19,58,3.8,,,
,20130718,0.0,15.6,70,2.8,,,
,20130719,0.0,17.1,55,3.6,,,
,20130720,0.2,15.7,61,8.2,,,
,20130721,0.0,18,55,2,,,
,20130722,0.4,23.6,26,1.3,,,
,20130723,1.6,10.2,88,7.9,,,
,20130724,0.0,15.1,47,4.5,,,
,20130725,0.0,17.3,51,0,,,
,20130726,2.6,19.3,54,1.2,,,
,20130727,1.4,14.2,74,2.2,,,
,20130728,0.0,14.6,47,7.4,,,
,20130729,0.0,17.6,41,6.5,,,
,20130730,0.0,17.1,62,1.9,,,
,20130731,0.0,21.3,58,0,,,
,20130801,0.0,29.1,19,1.2,,,
,20130802,0.0,29.9,12,3.1,,,
,20130803,0.0,22.6,57,1.8,,,
,20130804,0.0,28.4,18,1.5,,,
,20130805,0.0,17.3,64,1.6,,,
,20130806,3.4,15.3,72,3.1,,,
,20130807,35.6,15.8,58,4.2,,,
,20130808,23.6,10.8,88,4.8,,,
,20130809,0.4,14.1,68,3.1,,,
,20130810,0.0,20.1,26,2.7,,,
,20130811,0.0,20.3,34,2.9,,,
,20130812,0.2,18.4,49,1.5,,,
,20130813,4.4,14.1,77,2,,,
,20130814,0.2,13.8,61,5.5,,,
,20130815,1.8,11.6,75,4.1,,,
,20130816,0.4,21.7,32,3.4,,,
,20130817,0.0,14.1,62,6.4,,,
,20130818,2.4,14.5,50,8.2,,,
,20130819,0.0,18.3,50,2.1,,,
,20130820,0.0,20.9,29,1.4,,,
,20130821,9.0,12.8,80,7.7,,,
,20130822,0.0,14.5,43,4.2,,,
,20130823,0.0,16.2,50,2,,,
,20130824,0.0,17.3,49,4.2,,,
,20130825,0.0,19.7,54,2.3,,,
,20130826,0.0,17.9,68,3.7,,,
,20130827,0.0,18.8,59,1.9,,,
,20130828,7.4,21.5,56,1.2,,,
,20130829,5.8,13.2,76,2.6,,,
,20130830,0.0,14.9,47,6.3,,,
,20130831,0.6,15.7,51,11,,,
,20130901,0.0,16.8,52,6.7,,,
,20130902,0.0,22.5,31,1.6,,,
,20130903,0.4,14.2,65,4.9,,,
,20130904,0.0,16.6,58,4.3,,,
,20130905,0.0,18,60,3.6,,,
,20130906,0.0,20,57,2.7,,,
,20130907,0.0,21.3,61,1.5,,,
,20130908,6.6,19.9,46,4.6,,,
,20130909,0.0,15.8,48,3.6,,,
,20130910,8.4,16,54,5.9,,,
,20130911,0.0,15.1,47,3.9,,,
,20130912,0.0,17.5,49,1.9,,,
,20130913,0.0,16.7,66,2.3,,,
,20130914,0.0,14.1,68,5.3,,,
,20130915,0.0,16.2,68,7.7,,,
,20130916,0.0,19.5,44,2.2,,,
,20130917,0.0,21,56,2,,,
,20130918,0.2,17.9,68,3,,,
,20130919,6.6,19.2,62,2.8,,,
,20130920,0.0,12.6,60,7.7,,,
,20130921,0.2,16.9,43,5.9,,,
,20130922,0.0,17.5,56,2.3,,,
,20130923,0.0,20.2,66,2.2,,,
,20130924,0.0,17.7,59,3.6,,,
,20130925,0.0,18.6,59,3.3,,,
,20130926,0.0,22.2,51,1.9,,,
,20130927,0.0,14.3,62,9.6,,,
,20130928,1.8,15.8,50,7.5,,,
,20130929,0.2,16.9,54,2.7,,,
,20130930,0.0,24.6,34,2.5,,,
,20131001,0.0,28.3,24,2.3,,,
,20131002,0.0,20.4,65,2.4,,,
,20131003,2.6,20.5,65,2.1,,,
,20131004,0.2,17.3,77,2.4,,,
,20131005,38.6,18.5,73,3.3,,,
,20131006,0.0,16,62,3.6,,,
,20131007,0.0,19.2,55,1.3,,,
,20131008,0.0,22.8,43,1.5,,,
,20131009,0.0,21.7,62,2,,,
,20131010,0.0,25.1,50,1.9,,,
,20131011,2.0,19.4,73,3.2,,,
,20131012,20.0,16.5,63,9.3,,,
,20131013,0.0,16.7,54,5.4,,,
,20131014,0.0,19.3,48,1.7,,,
,20131015,0.0,25.8,28,1.9,,,
,20131016,3.8,16,61,3.5,,,
,20131017,2.8,16,61,2.4,,,
,20131018,0.0,18.3,60,2.2,,,
,20131019,0.0,19.3,63,3.6,,,
,20131020,22.0,19.9,68,3.3,,,
,20131021,1.4,16.1,61,1.7,,,
,20131022,0.0,19.5,49,2.8,,,
,20131023,0.0,19.4,64,1.6,,,
,20131024,0.4,25.7,46,3.2,,,
,20131025,45.2,17.3,91,1.9,,,
,20131026,0.0,22.8,61,2.6,,,
,20131027,0.0,23.5,62,4.2,,,
,20131028,0.0,22.5,73,2.3,,,
,20131029,3.6,22.9,64,2.2,,,
,20131030,4.8,17.8,77,2.1,,,
,20131031,20.6,19.8,55,5.3,,,
,20131101,2.6,17.9,79,2.3,,,
,20131102,0.0,19.3,54,1.7,,,
,20131103,0.0,21.6,59,1.7,,,
,20131104,0.0,24.8,56,1.9,,,
,20131105,0.0,22.1,67,2,,,
,20131106,0.0,21.3,70,4.4,,,
,20131107,0.2,21.4,55,6.5,,,
,20131108,0.0,20,63,3.4,,,
,20131109,0.0,19.4,67,2.8,,,
,20131110,0.0,21.2,58,1.9,,,
,20131111,0.0,22.6,60,2.4,,,
,20131112,0.0,24.2,58,2.1,,,
,20131113,0.0,24.8,64,3.4,,,
,20131114,0.8,19.7,77,2.6,,,
,20131115,17.2,21.2,69,3.7,,,
,20131116,22.0,19.3,79,4.1,,,
,20131117,10.2,19.1,83,2.7,,,
,20131118,0.0,21.4,57,2.2,,,
,20131119,1.2,25.9,57,2.3,,,
,20131120,4.4,17,86,5,,,
,20131121,0.0,19.9,51,2.1,,,
,20131122,0.0,26.2,50,2.6,,,
,20131123,0.0,23,58,1.8,,,
,20131124,0.0,26.9,49,4.1,,,
,20131125,0.6,28.2,54,4.1,,,
,20131126,22.8,23.7,61,2.8,,,
,20131127,1.0,20.2,62,1.3,,,
,20131128,0.0,22.6,54,2.6,,,
,20131129,0.0,24.2,51,2.1,,,
,20131130,0.6,18.5,70,1.7,,,
,20131201,0.2,20.7,52,3.6,,,
,20131202,1.4,26.9,46,4,,,
,20131203,1.0,25.2,60,4.6,,,
,20131204,0.6,18.9,76,4.7,,,
,20131205,0.0,23.1,53,2.2,,,
,20131206,0.0,21.1,64,2,,,
,20131207,0.0,21.7,51,3.4,,,
,20131208,0.0,22.2,60,2.6,,,
,20131209,0.6,22.3,66,3.6,,,
,20131210,1.2,20.4,78,2.9,,,
,20131211,0.0,23.6,58,2.5,,,
,20131212,0.0,26.6,48,3.5,,,
,20131213,0.0,24,63,2.5,,,
,20131214,0.0,23.5,61,2.3,,,
,20131215,2.4,20,75,4,,,
,20131216,0.4,22.6,57,2.2,,,
,20131217,0.0,23,53,2.2,,,
,20131218,0.0,22.9,56,2.7,,,
,20131219,0.0,26.5,48,2.3,,,
,20131220,0.0,30.1,52,1.7,,,
,20131221,0.6,26.1,64,1.9,,,
,20131222,0.0,25,61,2.3,,,
,20131223,0.0,24.5,68,1.5,,,
,20131224,0.0,26.1,63,2.3,,,
,20131225,0.0,29.6,52,2.2,,,
,20131226,0.0,26.2,51,2.4,,,
,20131227,0.0,32.3,37,1.6,,,
,20131228,0.0,21.7,65,3.8,,,
,20131229,0.0,26.7,43,3.9,,,
,20131230,0.0,26.6,58,3,,,
,20131231,0.0,25.6,58,1.5,,,
,20140101,0.0,28.4,51,2.6,,,
,20140102,0.0,28.1,51,2.6,,,
,20140103,0.0,27,62,1.8,,,
,20140104,4.4,28.7,60,2.4,,,
,20140105,2.0,22.2,82,3.4,,,
,20140106,19.0,20.8,86,1.1,,,
,20140107,15.4,25.7,76,3.9,,,
,20140108,30.6,27,72,1.4,,,
,20140109,8.6,17.7,81,4.7,,,
,20140110,1.8,19.8,70,4.3,,,
,20140111,0.0,19.9,64,1.2,,,
,20140112,0.6,20.6,68,3.3,,,
,20140113,0.2,22.2,54,2.1,,,
,20140114,0.0,30.5,40,2.2,,,
,20140115,0.0,25.4,62,4.3,,,
,20140116,0.0,25.6,60,2,,,
,20140117,0.0,26,63,2.6,,,
,20140118,0.0,23.5,60,1.8,,,
,20140119,0.0,23.7,69,1.7,,,
,20140120,0.0,25.1,67,2,,,
,20140121,0.0,25.9,60,2.3,,,
,20140122,0.2,33.3,29,1.9,,,
,20140123,0.2,27.5,58,3.3,,,
,20140124,13.0,22.9,71,2.5,,,
,20140125,0.6,22.9,60,1.4,,,
,20140126,0.0,25.5,60,2.2,,,
,20140127,0.0,26.8,64,1.8,,,
,20140128,6.6,26.9,65,1.7,,,
,20140129,0.2,27.2,63,4.2,,,
,20140130,1.2,26.1,62,2.1,,,
,20140131,0.2,26.5,53,4.6,,,
,20140201,4.6,27.8,56,6.3,,,
,20140202,0.0,24.2,61,2.2,,,
,20140203,0.0,26.8,53,2.2,,,
,20140204,0.0,26.1,68,3.3,,,
,20140205,0.0,25,53,2.3,,,
,20140206,0.0,25.9,57,3,,,
,20140207,0.0,29.3,56,1.8,,,
,20140208,0.2,22.2,61,1.1,,,
,20140209,0.0,25.7,47,2.1,,,
,20140210,0.0,25.8,59,1.8,,,
,20140211,0.0,26.9,59,2.4,,,
,20140212,0.6,26.7,59,2,,,
,20140213,6.8,21.3,91,0,,,
,20140214,0.6,22,87,2.2,,,
,20140215,0.0,31.6,47,1.5,,,
,20140216,0.0,26,70,2.2,,,
,20140217,0.2,37.6,28,1.5,,,
,20140218,3.8,23.8,87,0,,,
,20140219,14.8,32.6,49,2.7,,,
,20140220,6.0,19.5,76,3.9,,,
,20140221,0.0,24.5,52,1.5,,,
,20140222,0.0,27,49,1.9,,,
,20140223,0.0,25.9,63,2.8,,,
,20140224,2.6,18.9,84,2.5,,,
,20140225,0.4,22.2,76,1.7,,,
,20140226,0.0,27.6,47,4.1,,,
,20140227,0.0,32.4,38,1.4,,,
,20140228,0.6,25,62,2.3,,,
,20140301,0.0,22.7,66,2.4,,,
,20140302,5.0,28,41,1.7,,,
,20140303,0.2,23.2,47,2,,,
,20140304,0.0,22,70,1.8,,,
,20140305,0.0,26.5,60,1.6,,,
,20140306,0.0,29.1,54,1.9,,,
,20140307,1.6,23.9,67,2.4,,,
,20140308,1.0,21.1,60,2.9,,,
,20140309,1.2,19.3,75,1.2,,,
,20140310,0.0,23.4,52,3.3,,,
,20140311,10.6,19.9,83,1.2,,,
,20140312,0.4,19.4,63,3.7,,,
,20140313,0.0,22.9,47,2.3,,,
,20140314,0.0,22.3,60,1.9,,,
,20140315,0.0,22.1,64,1.7,,,
,20140316,0.0,23.9,64,2.3,,,
,20140317,0.0,25.4,55,2.3,,,
,20140318,0.6,25.2,54,2,,,
,20140319,0.0,22.7,59,5.5,,,
,20140320,0.0,23.5,44,2.6,,,
,20140321,0.0,27.1,43,2.4,,,
,20140322,0.0,25.6,56,3.4,,,
,20140323,0.0,26.7,57,2,,,
,20140324,4.2,25.7,67,1.8,,,
,20140325,16.4,15.8,94,1.5,,,
,20140326,0.0,25.1,42,4.5,,,
,20140327,0.0,23.6,57,2.2,,,
,20140328,0.0,26.4,45,1.8,,,
,20140329,0.8,19.6,78,3.9,,,
,20140330,0.0,23.1,57,2.4,,,
,20140331,1.0,21,73,1.8,,,
,20140401,0.0,23.1,53,4.6,,,
,20140402,42.0,17.6,72,1.9,,,
,20140403,0.6,20.8,56,1.6,,,
,20140404,0.0,19.7,65,1.6,,,
,20140405,0.0,22.4,51,2.7,,,
,20140406,0.0,27.8,40,2.2,,,
,20140407,0.0,31.9,36,1.2,,,
,20140408,0.0,28.3,42,2.1,,,
,20140409,0.0,26.2,57,1.6,,,
,20140410,0.0,25.4,61,1.7,,,
,20140411,0.0,34.8,14,1.5,,,
,20140412,0.0,32.6,26,1.2,,,
,20140413,0.0,35,19,1.9,,,
,20140414,6.2,20.2,80,5.2,,,
,20140415,0.0,19.3,60,1.2,,,
,20140416,0.0,21.9,52,2.3,,,
,20140417,0.0,25.6,34,1.6,,,
,20140418,0.0,22.3,66,4.3,,,
,20140419,0.0,22,64,1.6,,,
,20140420,0.0,22.2,69,1.7,,,
,20140421,2.2,18.5,87,0,,,
,20140422,30.6,17.7,88,0,,,
,20140423,19.2,13.9,90,1.7,,,
,20140424,0.0,20.4,61,1.3,,,
,20140425,0.0,21.8,55,1.9,,,
,20140426,18.0,15.7,88,4.7,,,
,20140427,0.0,19.8,54,1.8,,,
,20140428,0.0,23.9,40,1.8,,,
,20140429,3.2,18.3,81,3,,,
,20140430,0.0,19,62,1.5,,,
,20140501,0.0,20.3,55,1.8,,,
,20140502,0.0,32.1,38,0,,,
,20140503,0.0,18.7,76,3.8,,,
,20140504,2.6,22,61,3.9,,,
,20140505,0.0,17.7,50,2.6,,,
,20140506,0.0,24.5,37,1.4,,,
,20140507,0.0,29.1,31,3.5,,,
,20140508,5.4,21,70,1.9,,,
,20140509,0.0,18.4,61,5.1,,,
,20140510,0.0,18.6,44,4,,,
,20140511,1.0,18.6,53,4.5,,,
,20140512,0.2,16.7,81,2.7,,,
,20140513,6.2,23.8,54,1.5,,,
,20140514,0.4,17.1,72,2.5,,,
,20140515,2.0,16.8,77,4,,,
,20140516,4.4,16.4,72,4.7,,,
,20140517,0.0,16.9,64,2.9,,,
,20140518,0.0,19.8,50,2.2,,,
,20140519,4.6,20.7,56,6.2,,,
,20140520,2.2,16.2,85,5.5,,,
,20140521,0.0,19.1,62,1.7,,,
,20140522,0.0,23.6,54,1.2,,,
,20140523,0.0,23,49,1.5,,,
,20140524,0.0,30.8,27,3.8,,,
,20140525,0.0,20.8,50,1.3,,,
,20140526,0.0,20.9,62,1.2,,,
,20140527,0.0,20.4,67,1.4,,,
,20140528,0.2,20.7,58,2,,,
,20140529,0.0,18.6,53,1.3,,,
,20140530,0.2,19.2,55,5,,,
,20140531,1.4,25.6,38,1.2,,,
,20140601,0.2,18.9,57,5.5,,,
,20140602,0.0,20.7,36,4.5,,,
,20140603,0.0,22,28,2.9,,,
,20140604,4.6,12.9,83,5.6,,,
,20140605,2.4,13,54,7.9,,,
,20140606,0.0,17.3,39,2.6,,,
,20140607,0.0,21.7,35,0,,,
,20140608,1.4,27.1,22,1.6,,,
,20140609,5.8,12.3,92,2.2,,,
,20140610,0.0,15,51,4.1,,,
,20140611,0.0,17.2,42,2.1,,,
,20140612,0.0,22.1,38,0,,,
,20140613,0.0,24.2,46,0,,,
,20140614,16.2,20.6,56,1.6,,,
,20140615,3.0,16.2,63,9.6,,,
,20140616,0.0,17.8,48,4.2,,,
,20140617,0.0,19,56,1.5,,,
,20140618,7.0,18.8,52,4.1,,,
,20140619,0.8,11.1,64,7.9,,,
,20140620,0.0,16.3,50,5.2,,,
,20140621,0.0,18.1,59,1.5,,,
,20140622,0.0,26.7,46,0,,,
,20140623,0.0,19.7,61,2.3,,,
,20140624,0.0,25.8,53,0,,,
,20140625,0.0,18.4,68,2.7,,,
,20140626,2.4,14.4,85,3.7,,,
,20140627,0.0,17.3,59,3,,,
,20140628,0.0,18.9,53,1.7,,,
,20140629,0.0,17.5,60,3.7,,,
,20140630,0.0,22.9,48,0,,,
,20140701,0.0,16.4,80,2.1,,,
,20140702,0.0,22.5,56,0,,,
,20140703,0.0,19.8,64,1.6,,,
,20140704,2.0,21.1,39,0,,,
,20140705,0.0,13.1,46,7.7,,,
,20140706,2.0,13,50,5.2,,,
,20140707,2.4,12.7,60,3.3,,,
,20140708,0.0,15.4,45,3.8,,,
,20140709,0.0,16.1,62,3.8,,,
,20140710,0.0,18.7,42,2.5,,,
,20140711,0.0,15.7,62,0,,,
,20140712,0.2,15.5,82,5.3,,,
,20140713,0.0,17.1,64,5.4,,,
,20140714,0.0,18.5,59,1.4,,,
,20140715,0.0,23.2,43,1.3,,,
,20140716,0.0,21.2,34,1.1,,,
,20140717,3.2,20.1,44,3.7,,,
,20140718,0.2,19.7,36,5.8,,,
,20140719,0.0,15,65,6.2,,,
,20140720,0.0,17.3,47,4.2,,,
,20140721,0.0,17.8,53,1.8,,,
,20140722,2.8,20,43,4.4,,,
,20140723,0.0,19.9,57,2.6,,,
,20140724,0.0,18.3,68,2.4,,,
,20140725,5.8,16.1,65,3.1,,,
,20140726,0.4,16.8,37,4.9,,,
,20140727,1.4,16.4,67,5.5,,,
,20140728,0.0,18.3,67,1.2,,,
,20140729,0.0,22.9,35,1.4,,,
,20140730,0.0,26.2,34,1.1,,,
,20140731,0.2,18.3,74,0,,,
,20140801,0.2,17.1,76,2.3,,,
,20140802,0.0,15.3,82,4.5,,,
,20140803,0.0,20.9,42,1.9,,,
,20140804,0.0,16.8,76,2.1,,,
,20140805,1.8,16.6,59,2.7,,,
,20140806,0.2,19,40,1.9,,,
,20140807,0.0,17.5,60,1.5,,,
,20140808,0.0,20.4,63,1.8,,,
,20140809,1.2,20.6,65,2.5,,,
,20140810,0.0,19.7,68,4.2,,,
,20140811,0.0,24.2,47,1.8,,,
,20140812,0.0,18.1,73,1.8,,,
,20140813,0.0,17,78,3.6,,,
,20140814,0.0,18.5,66,3.6,,,
,20140815,0.2,19.3,61,1.8,,,
,20140816,0.0,21.9,53,2.1,,,
,20140817,0.0,29.2,26,2,,,
,20140818,0.2,24.4,50,2,,,
,20140819,0.0,20.5,46,4.1,,,
,20140820,0.2,20.3,36,3.3,,,
,20140821,0.0,14.8,56,5.6,,,
,20140822,0.0,16.8,54,6.7,,,
,20140823,0.0,15.1,58,5.6,,,
,20140824,0.0,19.6,53,1.8,,,
,20140825,0.0,30.3,17,1.6,,,
,20140826,0.0,18,63,1.7,,,
,20140827,3.0,15.8,67,3.7,,,
,20140828,19.6,7.9,86,8,,,
,20140829,8.0,12.9,80,3,,,
,20140830,0.0,17,51,2.3,,,
,20140831,0.0,21,40,3.7,,,
,20140901,0.0,28.2,28,0,,,
,20140902,0.0,31.8,13,1.2,,,
,20140903,0.0,16.5,75,3.4,,,
,20140904,0.0,22.9,55,1.5,,,
,20140905,0.0,16.3,79,3.8,,,
,20140906,0.0,19.8,55,3.6,,,
,20140907,0.0,20.8,55,1.8,,,
,20140908,2.8,16.1,80,1.2,,,
,20140909,0.0,18.6,69,2,,,
,20140910,0.0,17.9,62,1.7,,,
,20140911,0.6,19.6,67,1.9,,,
,20140912,0.0,16.1,70,2.6,,,
,20140913,0.0,19.3,61,1.6,,,
,20140914,0.0,19.6,63,1.7,,,
,20140915,0.0,19.1,67,1.9,,,
,20140916,0.0,19.5,66,2.3,,,
,20140917,0.4,22.8,59,4.4,,,
,20140918,0.4,15.8,56,7,,,
,20140919,0.2,14.5,60,6.8,,,
,20140920,0.0,17.1,50,1.6,,,
,20140921,0.0,18.8,58,2.5,,,
,20140922,0.0,24.9,45,3.5,,,
,20140923,2.2,16.3,82,1.8,,,
,20140924,0.4,18.4,67,2.4,,,
,20140925,0.0,21,53,1.5,,,
,20140926,2.4,14.9,83,4.4,,,
,20140927,9.4,13.2,84,3,,,
,20140928,1.8,14.4,65,3.2,,,
,20140929,1.0,18.7,66,1.7,,,
