Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931101,0,19.9,68,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931102,0,19.4,79,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931103,1.4,18.2,78,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931104,0,20,66,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931105,0,20.5,69,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931106,0,21.8,72,7.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931107,0,23.4,67,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931108,0,19.5,74,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931109,0,20.8,71,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931110,50,16.2,95,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931111,0.2,16.8,78,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931112,0,19.6,64,7.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931113,0,21.2,69,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931114,1,38.3,17,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931115,0.4,20,74,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931116,0,19.1,73,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931117,0,25.2,59,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931118,0,20.2,67,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931119,0,21.3,81,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931120,0,22.4,83,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931121,0,21,85,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931122,0.2,19.7,61,7.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931123,0,18.4,68,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931124,0,19.2,68,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931125,0,20.7,75,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931126,0,22.8,80,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931127,0,19.9,88,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931128,0,21.3,85,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931129,0,20.6,80,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931130,0,21,83,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931201,11.8,19.4,81,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931202,97.8,15.6,75,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931203,6.6,14.4,91,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931204,0,17.7,68,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931205,0,20.2,73,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931206,2.4,19.4,72,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931207,0,19,63,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931208,3,21.2,71,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931209,0,17.6,77,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931210,0,19.8,61,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931211,0,20.8,71,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931212,0,22.2,73,7.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931213,0,21.3,84,7.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931214,4.6,20.4,94,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931215,0,23.1,72,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931216,0.4,23.3,77,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931217,0,25.3,68,7.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931218,7.2,21.4,69,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931219,0,21.6,70,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931220,0,21.8,74,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931221,0,22.1,75,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931222,0,21.5,78,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931223,0,23.3,77,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931224,1.2,24.4,64,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931225,0,23.5,71,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931226,0,20.2,80,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931227,0,23,68,6.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931228,0,19.8,83,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931229,0,20,76,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931230,0,22.6,68,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19931231,0,23.9,70,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940101,7,21.2,74,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940102,1.4,20.5,84,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940103,0,20.1,88,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940104,0,21.8,68,7.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940105,0,23.4,68,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940106,0,22.9,79,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940107,2.6,26,74,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940108,0.6,18.2,84,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940109,9.8,21.8,69,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940110,7,18,91,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940111,0,21.2,75,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940112,1.2,19.8,83,7.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940113,0,18.2,76,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940114,0,20.1,64,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940115,0,22.6,54,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940116,0,22.1,80,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940117,6,19.7,94,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940118,0,22.3,90,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940119,0,23,85,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940120,0,24.8,79,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940121,10.6,23.6,79,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940122,0,20.3,68,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940123,0,19.5,73,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940124,0,20.5,66,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940125,0,23.3,71,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940126,0,23.3,80,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940127,0,22,84,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940128,0.4,22,78,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940129,0,22.1,65,7.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940130,0,21.6,74,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940131,0,23.3,75,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940201,0,22.4,80,9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940202,7.2,18.7,93,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940203,27.8,20.3,94,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940204,18,19.5,95,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940205,0,21,80,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940206,0.8,19.8,83,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940207,0.6,18.8,87,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940208,0,20.8,79,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940209,0,23.7,74,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940210,0,27.9,47,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940211,6.4,22.2,80,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940212,8,18.3,86,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940213,3.4,18.1,94,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940214,0,22,85,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940215,0,23.4,75,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940216,0,20.7,86,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940217,0,22.2,74,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940218,7,21.6,80,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940219,1.2,19.2,68,6.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940220,0,19.9,75,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940221,0,21.7,65,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940222,0,21.7,73,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940223,0,22.7,78,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940224,0,19.7,87,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940225,0,24.8,71,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940226,0,27.6,62,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940227,0.4,23.4,74,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940228,0,29.6,57,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940301,7.4,21.4,82,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940302,0,20.8,88,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940303,0,21.2,77,8.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940304,0,22.3,70,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940305,0,27.5,53,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940306,9.4,17.2,95,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940307,10.2,18.7,93,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940308,0,21.2,83,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940309,0,20.6,85,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940310,0.4,19.6,87,6.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940311,0,20.9,81,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940312,0,19,90,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940313,0,21,77,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940314,0,22.5,76,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940315,0,22.9,74,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940316,0,26.7,46,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940317,0,20.6,79,6.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940318,0,21.1,83,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940319,0,23.9,69,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940320,0,29.8,41,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940321,0,19.2,87,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940322,0.4,20.4,78,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940323,0,22.2,68,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940324,0.2,20.2,82,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940325,0,22.6,81,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940326,4,19.3,88,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940327,0,19.1,74,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940328,0,18.9,78,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940329,0,20,71,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940330,0,20.5,82,9.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940331,0,19,86,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940401,0,19.9,73,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940402,0,19,79,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940403,0,19.7,85,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940404,0,25.2,65,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940405,0,22.8,73,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940406,0,21.5,86,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940407,0,22.6,78,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940408,0,30.1,36,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940409,0,19.9,79,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940410,0,20.6,77,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940411,0,30.2,33,1.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940412,0,22.3,69,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940413,0,25.2,64,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940414,7,18.8,90,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940415,1.6,24.6,63,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940416,0,20.2,75,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940417,0,20.8,67,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940418,0,21,71,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940419,1.4,19.1,84,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940420,26.4,18.7,74,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940421,88.2,16,92,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940422,0.2,18.3,83,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940423,3.6,16.2,77,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940424,5.2,16.6,68,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940425,0,19,71,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940426,0,22.9,38,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940427,8,22.4,52,7.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940428,0.4,16.4,74,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940429,0,16.9,76,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940430,0,18.5,82,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940501,0,16.6,88,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940502,0,20,75,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940503,0,21.6,57,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940504,0,19.9,68,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940505,0,15.5,87,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940506,0,19,75,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940507,0,19.2,86,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940508,0,24.7,49,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940509,0,18.2,86,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940510,0,17.1,85,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940511,0,18.7,69,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940512,0,18.6,84,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940513,0,15.7,95,1.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940514,0,23,47,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940515,0,20.9,76,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940516,0,18.8,84,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940517,0,16.5,90,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940518,0,16.4,90,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940519,0,21,51,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940520,0.4,15.1,86,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940521,8.4,14,70,8.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940522,3.4,13.1,75,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940523,0,14.8,67,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940524,0,16.5,74,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940525,0,22.2,42,0
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940526,8.4,17.6,66,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940527,15.2,13,65,8.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940528,15.4,12.3,83,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940529,0,14.7,65,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940530,0,17.1,75,7.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940531,0,17.2,79,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940601,0,19.1,67,1.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940602,0,28,29,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940603,0,18.1,67,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940604,1,15.2,78,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940605,0,15,66,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940606,1.8,14.3,83,7.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940607,0.4,14.8,70,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940608,3.2,15.4,61,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940609,0,15.9,79,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940610,0,16,76,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940611,0,16.7,78,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940612,0,17.4,75,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940613,0,20.8,37,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940614,0.4,16.2,80,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940615,0,27.1,17,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940616,0,26.4,14,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940617,1.2,17.1,79,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940618,0.6,16.2,50,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940619,0,16.5,72,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940620,0,18.1,54,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940621,0.4,14.5,56,9.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940622,0,14.5,46,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940623,0,17.7,34,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940624,10.2,23.7,42,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940625,4.2,14.6,88,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940626,0,22.9,39,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940627,0.8,12.9,73,7.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940628,18,12.6,54,8.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940629,0.2,11.5,67,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940630,0,13.8,78,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940701,0,15.5,64,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940702,0,22.5,29,1.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940703,0,22.8,26,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940704,0,14.6,82,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940705,1.4,17.2,59,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,19940706,0,17.7,70,2.6
