Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101121,1.4,19.7,74,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101122,0.2,17.4,67,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101123,0,18.3,63,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101124,0,19.8,67,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101125,0,21,73,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101126,0,22.1,78,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101127,0,23.3,75,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101128,3.6,17.4,76,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101129,0,18.5,72,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101130,0,19,77,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101201,0.2,20,67,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101202,0.8,20.9,75,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101203,0.2,19.9,77,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101204,3.6,20,76,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101205,0.2,18.9,63,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101206,0,19.2,58,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101207,0,20.8,56,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101208,0,21.7,66,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101209,0,23.4,72,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101210,0.2,21.8,82,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101211,3.2,16.7,92,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101212,0,20.3,69,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101213,0.8,20.4,79,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101214,0,20.7,73,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101215,14.6,18.8,76,8.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101216,41.4,15.8,93,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101217,1.2,19.5,84,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101218,0.2,20,85,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101219,2.4,20.6,94,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101220,0,20.8,81,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101221,0,21.4,79,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101222,5.8,20.1,90,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101223,0,22.4,65,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101224,1.4,19.9,78,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101225,0,20.7,82,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101226,0,21.1,76,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101227,2.2,22.3,71,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101228,0.4,21,81,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101229,0.8,18.1,92,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101230,0,18.4,79,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20101231,0,20.7,78,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110101,0.8,22.8,77,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110102,0,23.4,74,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110103,0,21.4,79,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110104,0,22.2,72,6.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110105,0,22.5,78,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110106,0,23.7,69,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110107,0,27.2,54,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110108,0,21.4,79,7.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110109,1,23.4,74,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110110,0.2,20.2,72,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110111,0,21.3,65,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110112,0,23.5,67,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110113,1,22.8,80,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110114,1.4,20.4,87,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110115,0,22.5,72,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110116,0,21.7,67,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110117,0,22,63,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110118,0,21.9,75,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110119,0,22.8,77,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110120,0,20.7,69,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110121,0,24.3,63,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110122,3.2,19.5,91,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110123,0,20.8,72,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110124,0,23.4,74,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110125,0,23.1,68,7.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110126,0.8,20.8,74,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110127,0.2,21.2,66,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110128,0,20.6,71,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110129,0,22.9,65,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110130,0,23.2,76,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110131,0,23,73,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110201,0,23.6,77,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110202,0,22.4,85,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110203,13,21.5,74,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110204,0,30.2,43,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110205,7.4,20.1,92,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110206,0,20.9,76,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110207,0.2,21.8,72,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110208,4,20,94,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110209,0.2,22.2,80,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110210,1.8,22,75,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110211,0,22.3,72,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110212,0,23.7,63,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110213,2.8,19.9,88,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110214,0,26.2,72,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110215,4.2,30.8,46,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110216,2.4,21.8,86,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110217,0,22.7,83,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110218,0,24,69,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110219,0.4,21.8,77,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110220,0,23.7,64,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110221,0,21.9,81,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110222,0,23,78,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110223,0,22.1,80,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110224,0,23,73,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110225,0,22.7,73,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110226,0,24.4,66,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110227,0,22.4,76,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110228,0,23.3,76,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110301,0,24.9,69,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110302,0,22.8,77,9.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110303,0.2,21.8,81,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110304,0,22.5,78,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110305,0.4,28.7,54,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110306,0,23.9,71,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110307,2.2,24.5,73,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110308,0.4,24.8,68,7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110309,0.8,22.3,62,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20110310,1.8,21.2,77,5.6
,,20110311,0.2,22.4,76,2.5
,,20110312,1.4,20.9,69,3.4
,,20110313,0,21.4,73,4.9
,,20110314,0,20,75,4.4
,,20110315,0,21.1,66,3.3
,,20110316,0,24,67,4.1
,,20110317,8.8,23.4,81,5.1
,,20110318,0.2,24.2,64,3.6
,,20110319,0,25.7,66,5.1
,,20110320,0,28.8,53,3.5
,,20110321,0,21.9,73,4.1
,,20110322,0,27.8,52,4.3
,,20110323,0,23.5,65,1.8
,,20110324,7.8,22.5,63,6
,,20110325,0.4,20.6,70,5.6
,,20110326,0,21.4,47,6.2
,,20110327,0,22.8,60,3.6
,,20110328,0,22,74,7.3
,,20110329,0,22.9,80,1.6
,,20110330,0,21,85,2.6
,,20110331,0.8,19.6,82,4.2
,,20110401,0.2,19.4,84,3.2
,,20110402,0,20.9,65,7.2
,,20110403,0,20.2,63,6.4
,,20110404,0,20.3,58,5.6
,,20110405,0,22.5,61,4.3
,,20110406,0.4,24.3,43,5.8
,,20110407,0,18.1,57,4.2
,,20110408,0,23.7,50,4.3
,,20110409,0,23.5,70,4.2
,,20110410,0,23.8,71,3.8
,,20110411,0,20.9,83,2.7
,,20110412,0,25.5,53,5.8
,,20110413,0,20.2,82,3.5
,,20110414,0,23,55,5.6
,,20110415,0,21,64,3.9
,,20110416,5.2,19.4,76,3.2
,,20110417,0,21,65,7
,,20110418,0,23.6,45,2
,,20110419,0,22.1,48,2.7
,,20110420,0,20.7,58,4.1
,,20110421,0,17.3,58,7.3
,,20110422,0,19.1,61,3.7
,,20110423,0,27,16,3.5
,,20110424,1,21.9,23,5.5
,,20110425,0.2,16.6,56,4.8
,,20110426,4.4,13.5,75,7.4
,,20110427,0.6,14.3,52,7.9
,,20110428,0,15.9,60,6.3
,,20110429,0,14.1,90,6.4
,,20110430,0,17.7,68,2.6
,,20110501,0,24.4,38,3.6
,,20110502,5.8,18.8,85,2.8
,,20110503,0.2,17.7,87,2.4
,,20110504,0,23.5,67,5.6
,,20110505,1.6,19.3,74,5
,,20110506,56.8,20.4,64,5.2
,,20110507,57.6,15,97,4.9
,,20110508,0,18.7,75,8.1
,,20110509,0,20.3,67,6.5
,,20110510,0,18.9,56,3.8
,,20110511,0,17.4,77,3.2
,,20110512,0,16.9,81,3.4
,,20110513,0,16.3,80,2.3
,,20110514,0,16.2,87,4.5
,,20110515,0,17.2,74,5.2
,,20110516,0,17.1,81,5.3
,,20110517,0,17.3,80,4.9
,,20110518,2.4,16.5,70,5.4
,,20110519,0,16.8,75,3.3
,,20110520,0,18.6,54,2.1
,,20110521,0,19.9,45,2.8
,,20110522,0,18.7,49,1.6
,,20110523,0,21.1,50,3.9
,,20110524,3.4,17.7,67,5.2
,,20110525,22.2,13.1,90,3.9
,,20110526,0.8,14.6,83,3.6
,,20110527,0,18.4,54,2.6
,,20110528,9.2,18.8,53,5.8
,,20110529,0,15,48,5
,,20110530,12.6,20.8,36,5.7
,,20110531,0,15.2,53,6.8
,,20110601,0,14.2,56,5.8
,,20110602,3.2,14.7,60,6.7
,,20110603,1,14.1,66,4.5
,,20110604,43.8,15,75,4.8
,,20110605,3,12.4,87,5.6
,,20110606,0,14.7,69,6.2
,,20110607,0,15.2,80,2.5
,,20110608,0,17.5,70,2.3
,,20110609,0,16.9,64,3.2
,,20110610,0,22.1,38,2.8
,,20110611,0,24.4,27,3.1
,,20110612,0,18.4,65,2.1
,,20110613,0,19.1,45,2.6
,,20110614,0,20.9,38,2.9
,,20110615,0,20.9,41,3.8
,,20110616,0,21.5,35,4.3
,,20110617,0,22.9,24,2.4
,,20110618,0,16.9,72,6.3
,,20110619,0,16.3,64,5.2
,,20110620,0,16.5,64,4.6
,,20110621,0,17,67,2.7
,,20110622,13,14.2,93,5.2
,,20110623,15.6,16.2,80,1.3
,,20110624,52,10.9,94,5.2
,,20110625,2.8,12.9,75,5.4
,,20110626,0,15.4,64,5.6
,,20110627,0,19.8,36,5.6
,,20110628,3,15.8,63,5.3
,,20110629,0,14.6,57,6
,,20110630,0,16.3,64,3.5
,,20110701,0,15.3,54,5.7
,,20110702,0,17.2,61,4.7
,,20110703,0,18.5,49,4.2
,,20110704,0.2,17,70,4.7
,,20110705,0,15.6,73,6.6
,,20110706,0,15.5,52,4.4
,,20110707,49.4,12.9,86,2.6
,,20110708,8.4,18.7,84,2.6
,,20110709,1,18,84,2.7
,,20110710,0,19.2,71,2
,,20110711,0,17.2,80,3.2
,,20110712,0,17.3,78,2.7
,,20110713,0,19.6,65,1.5
,,20110714,0,22.1,38,2.5
,,20110715,0.2,18.9,56,2.8
,,20110716,28.2,18.2,43,6
,,20110717,0,15.5,59,4.2
,,20110718,0,19.8,47,1.8
,,20110719,0.2,16,71,4.9
,,20110720,0,16,59,4.1
,,20110721,0,18.2,55,3.9
,,20110722,0,24.7,22,5.8
,,20110723,0,14.5,67,5.6
,,20110724,5.2,12.3,67,9
,,20110725,24.4,14.3,73,7.3
,,20110726,4.4,12.3,84,4.7
,,20110727,0,15.3,66,2.1
,,20110728,0,15.6,64,2.3
,,20110729,0,18.5,36,5
,,20110730,1.6,12.3,81,7
,,20110731,0,17.4,67,1.6
,,20110801,0,16.4,73,3.5
,,20110802,0,20.4,43,3.1
,,20110803,0,28.3,20,4.1
,,20110804,15,15.4,84,2.3
,,20110805,11.4,10.7,79,5.1
,,20110806,0.2,15.8,54,3.9
,,20110807,0,17.1,49,3
,,20110808,1,16.8,64,4.8
,,20110809,0.2,16.2,70,3
,,20110810,0,17.9,54,4.5
,,20110811,0,15.9,80,5.5
,,20110812,0,16.7,60,4.3
,,20110813,0,13.7,55,7.7
,,20110814,2,13.3,70,3.1
,,20110815,0,16.6,55,4.9
,,20110816,0,18,59,4
,,20110817,0,26.6,21,5.7
,,20110818,1.6,22.6,36,3.4
,,20110819,0,15.4,62,4.7
,,20110820,0,17.3,64,4.7
,,20110821,0,16.2,62,2.8
,,20110822,0.4,18.2,73,2.1
,,20110823,57,15,93,3.3
,,20110824,0,15.5,64,5.3
,,20110825,0,19.8,32,2.9
,,20110826,1.4,13.7,68,5.5
,,20110827,0,14.1,55,4.3
,,20110828,0,17.7,64,5
,,20110829,0,16.9,72,2.9
,,20110830,0,22.7,50,2.2
,,20110831,0,15.9,68,6.5
,,20110901,7,16.7,71,3.5
,,20110902,2.4,12.2,70,11.4
,,20110903,0,14.5,57,6.9
,,20110904,0.2,15.1,78,5.1
,,20110905,0,15.6,79,3.3
,,20110906,0,17.5,69,2.2
,,20110907,0,19.8,71,2
,,20110908,0,16,84,11.3
,,20110909,0,16.4,71,3.6
,,20110910,0,15.4,74,4.4
,,20110911,0,16.5,79,4
,,20110912,0,15.7,80,3.4
,,20110913,0,17,64,3.6
,,20110914,0.8,17,67,2.3
,,20110915,0,16.9,65,8.3
,,20110916,0,17.1,53,2.9
,,20110917,0,21.2,42,2.2
,,20110918,29.6,17.3,57,6.3
,,20110919,1.6,14.6,59,6.1
,,20110920,0,15.4,67,6.5
,,20110921,0,15.9,76,6.7
,,20110922,0,16.7,72,5.6
,,20110923,0,16.9,69,6.1
,,20110924,0,19.5,66,6.4
,,20110925,0,24.6,41,1.7
,,20110926,0,17.9,67,6.9
,,20110927,0,16.9,66,5.4
,,20110928,0,21.6,60,4
,,20110929,0.4,15.8,69,5.7
,,20110930,0,16.7,57,3.9
,,20111001,4.8,17.6,73,6.8
,,20111002,8.8,14,75,4.2
,,20111003,0.2,18.9,59,4.5
,,20111004,5,17.2,52,7.5
,,20111005,0.2,16.8,65,3
,,20111006,0,22.3,41,2.9
,,20111007,0,19,75,5
,,20111008,0,20.1,76,3
,,20111009,0,28.7,40,1.9
,,20111010,0,21.1,75,6.8
,,20111011,0,18.9,71,3.3
,,20111012,0,20.3,73,9.7
,,20111013,0,20.6,79,5.5
,,20111014,0.8,16.7,81,6.2
,,20111015,2.6,19.6,57,4.9
,,20111016,0,18.3,61,3.1
,,20111017,0,19.2,67,6.3
,,20111018,0,20.7,62,2.5
,,20111019,1.2,17.7,63,10.3
,,20111020,0,17.7,62,6.1
,,20111021,0,19,72,1.9
,,20111022,0,18.8,73,5.2
,,20111023,0,19.3,65,4.6
,,20111024,0,18.8,57,5.8
,,20111025,0,18,67,6
,,20111026,0,18.8,57,4.8
,,20111027,0,17.6,54,4.6
,,20111028,0,17.3,62,4.2
,,20111029,0,17.7,64,4.4
,,20111030,3.6,17.3,53,6.7
,,20111031,25,18.2,56,8.7
,,20111101,8.6,17.7,69,5.3
,,20111102,0,18.8,73,4.5
,,20111103,0,19.2,74,4.3
,,20111104,4.8,18.3,63,7.4
,,20111105,0,19,49,8.1
,,20111106,0,19.1,63,5
,,20111107,0,21.3,64,2.4
,,20111108,2.2,21.8,34,4.2
,,20111109,5.2,19,57,4.7
,,20111110,0.2,16.1,57,5.3
,,20111111,0,17.2,74,2.7
,,20111112,0,18.8,63,3.6
,,20111113,3,18,73,1.9
,,20111114,0.4,17.6,68,4.8
,,20111115,0,19.2,65,4.2
,,20111116,0,20.2,72,3.6
,,20111117,0,20.9,74,5.4
,,20111118,0,20.3,73,5.4
,,20111119,0,22.3,71,6.5
,,20111120,15.2,18.2,88,2.4
,,20111121,1.2,18.4,59,6.8
,,20111122,0,18.6,58,3.7
,,20111123,18.6,15.3,85,7.3
,,20111124,0.2,17.2,61,2.7
,,20111125,0,20.5,50,3.3
,,20111126,10.6,20,59,3.5
,,20111127,9.8,15,93,2.8
,,20111128,0,20.5,75,5.4
,,20111129,0,27.9,29,1.8
,,20111130,0.6,21.9,71,4
,,20111201,6.4,17.8,90,1.3
,,20111202,1.4,20.8,78,3.2
,,20111203,0,20.1,72,4.8
,,20111204,0,20.5,73,6.5
,,20111205,0,20.6,83,6.2
,,20111206,0,22.4,69,1.8
,,20111207,17.4,19.7,75,5.1
,,20111208,0.4,16.2,61,4.6
,,20111209,0.2,19.8,63,7.1
,,20111210,0,20.1,74,5.8
,,20111211,0.8,18.5,69,7.9
,,20111212,0,20.4,75,6.7
,,20111213,2.8,19.6,80,3.1
,,20111214,1.2,17.9,70,3.8
,,20111215,0,20.6,51,5.9
,,20111216,0,20.6,63,2.9
,,20111217,0,25.2,69,2.1
,,20111218,0,23.2,69,3.6
,,20111219,0,20.1,63,5.7
,,20111220,0,23.2,67,5
,,20111221,0,22.1,70,4.9
,,20111222,1.8,22.6,54,4.9
,,20111223,0,19.6,68,3.3
,,20111224,0,22.2,71,7.3
,,20111225,0,21.1,88,5.1
,,20111226,0.2,24,76,6.6
,,20111227,0.2,24.5,70,6.3
,,20111228,0,23.6,63,3.3
,,20111229,0,22.4,67,3.2
,,20111230,0,23.1,64,5.3
,,20111231,0,23.4,56,3.3
,,20120101,0,22.4,66,5.9
,,20120102,0,23.2,66,3.5
,,20120103,0,22.9,67,5.9
,,20120104,0,22.7,68,4.4
,,20120105,0,24.2,55,3.1
,,20120106,0,24.7,65,2.8
,,20120107,0,25.2,60,3
,,20120108,0,26.3,71,6.1
,,20120109,1,24.6,83,4.5
,,20120110,0.2,25.7,59,4.2
,,20120111,0,26.6,67,2.5
,,20120112,0,24.5,71,4.3
,,20120113,0,24.5,66,3.5
,,20120114,0,21.9,68,1.7
,,20120115,0,26.4,68,3.8
,,20120116,0,28.6,63,5.7
,,20120117,0,25.4,76,6.4
,,20120118,0,25.9,71,2.9
,,20120119,0,25.9,72,7.3
,,20120120,2,27.1,70,4.9
,,20120121,0.2,23.8,78,4.4
,,20120122,0,26.5,64,5.4
,,20120123,1.2,20.4,88,5.7
,,20120124,2.2,23.8,67,3.4
,,20120125,0,25,47,3.8
,,20120126,0,24.1,56,2.9
,,20120127,0,25,68,4.1
,,20120128,0,26.4,60,4.9
,,20120129,0,27.1,57,5.1
,,20120130,0,24.9,70,7.5
,,20120131,0,22.9,76,3.1
,,20120201,3,20.4,84,4
,,20120202,9.4,18.7,86,6
,,20120203,15.2,18.2,95,4.4
,,20120204,0.2,22.9,64,5.4
,,20120205,0,23.4,69,6.5
,,20120206,0,24.7,63,5.8
,,20120207,0,23.4,68,6.9
,,20120208,0,21.2,72,3.7
,,20120209,0,22.1,64,4.6
,,20120210,0.4,17.5,70,4.4
,,20120211,1,21.2,59,7.7
,,20120212,0,20.8,59,6.8
,,20120213,0,20.4,64,4
,,20120214,0,21.6,57,3.8
,,20120215,0,22.7,55,2.7
,,20120216,0,22.8,61,5.1
,,20120217,0,23,58,3.7
,,20120218,0,25.3,60,5.8
,,20120219,0,26.2,63,5.4
,,20120220,0,24.5,56,7.8
,,20120221,0,23.3,71,5.6
,,20120222,0.6,25.2,50,3.5
,,20120223,0,22,59,3.6
,,20120224,0,22.9,54,2.8
,,20120225,0,22.4,69,4.2
,,20120226,0,22.7,70,3.3
,,20120227,0,25.4,65,2.7
,,20120228,0,21.3,83,5.6
,,20120229,0,21.9,61,2.5
,,20120301,0,24.6,59,5
,,20120302,0,25,66,4.1
,,20120303,0,23.5,76,6.9
,,20120304,4.8,17.8,94,6.2
,,20120305,0,20.2,57,4.3
,,20120306,0,24,57,4.7
,,20120307,0,23.3,70,6.1
,,20120308,0,24.8,68,2.5
,,20120309,0,24.5,66,5.8
,,20120310,0,23.7,77,4.7
,,20120311,0,25.8,66,7.3
,,20120312,0,29.1,42,2
,,20120313,0,24.3,68,3.8
,,20120314,0,26.4,64,5.3
,,20120315,0,25.3,72,2.8
,,20120316,44.6,21.3,82,3.9
,,20120317,3.2,20.2,58,7.3
,,20120318,0,20.6,59,3.2
,,20120319,0,23.1,71,6
,,20120320,0,23.4,70,5.4
,,20120321,0,22.3,79,5.5
,,20120322,0,22.2,76,2.9
,,20120323,3.4,20.4,87,2.5
,,20120324,4.4,20.6,83,6.7
,,20120325,2,22,83,5.3
,,20120326,0,23,75,2.5
,,20120327,0,21.4,74,3.7
,,20120328,0,22.4,75,2.3
,,20120329,3.6,23.2,66,2
,,20120330,15.4,18.7,78,6.5
,,20120331,0,17.7,72,4.1
,,20120401,0,19.4,72,2.6
,,20120402,0,24.1,51,1.7
,,20120403,0,24.4,49,2.8
,,20120404,0,21.3,73,5.2
,,20120405,0,23.2,61,5.9
,,20120406,0,31.3,31,3.9
,,20120407,4.4,21.7,59,2
,,20120408,12.2,14.7,70,7.5
,,20120409,18.2,15.8,78,7.3
,,20120410,0,19.2,67,6.5
,,20120411,0,21.1,66,2.5
,,20120412,0,21.6,64,5
,,20120413,0,26.5,42,4.6
,,20120414,4.8,28.2,30,4.7
,,20120415,0,20.2,54,5.2
,,20120416,0,19.8,62,2.8
,,20120417,0,18,84,3
,,20120418,0,20,72,2.4
,,20120419,0,20.9,65,3
,,20120420,0,19.2,78,3.5
,,20120421,1.4,18.9,79,5.3
,,20120422,1,16.6,55,7
,,20120423,0,16.2,67,1.5
,,20120424,0,19.3,58,4.4
,,20120425,2.6,21.5,65,1.6
,,20120426,2,22.9,52,4.6
,,20120427,0,18.3,69,5.8
,,20120428,0,20.2,56,4.6
,,20120429,0,21.4,48,4.4
,,20120430,0,24.7,38,2.4
,,20120501,0,19,50,4.9
,,20120502,0,18,64,5.5
,,20120503,0.8,21.7,46,3.7
,,20120504,0.2,17.6,53,5.4
,,20120505,0,18,60,4.5
,,20120506,0,17.7,71,2.5
,,20120507,0,20.2,74,2.9
,,20120508,0,24.4,50,2.9
,,20120509,0,17.8,81,4.5
,,20120510,0,18.9,70,4.1
,,20120511,0,20.1,75,4.6
